,diseases,symptons
338,Dengue," red spots over body,  skin rash,  pain behind the eyes,  high fever,  headache"
339,Dengue," red spots over body,  skin rash,  pain behind the eyes,  high fever,  headache"
340,Dengue," loss of appetite,  nausea,  skin rash,  headache,  joint pain,  back pain,  pain behind the eyes"
341,Dengue," loss of appetite,  nausea,  skin rash,  headache,  joint pain,  back pain,  pain behind the eyes"
342,Dengue," loss of appetite,  nausea,  skin rash,  headache,  joint pain,  back pain,  pain behind the eyes"
343,Dengue," loss of appetite,  nausea,  skin rash,  headache,  joint pain,  back pain,  pain behind the eyes"
344,Dengue," nausea,  skin rash,  vomiting,  red spots over body,  malaise,  fatigue"
345,Dengue," nausea,  skin rash,  vomiting,  red spots over body,  malaise,  fatigue"
346,Dengue," nausea,  skin rash,  vomiting,  red spots over body,  malaise,  fatigue"
347,Dengue," nausea,  skin rash,  vomiting,  red spots over body,  malaise,  fatigue"
348,Typhoid," vomiting,  chills,  high fever,  diarrhoea,  toxic look (typhos),  constipation,  nausea"
349,Typhoid," vomiting,  chills,  high fever,  diarrhoea,  toxic look (typhos),  constipation,  nausea"
350,Typhoid," vomiting,  chills,  high fever,  diarrhoea,  toxic look (typhos),  constipation,  nausea"
351,Typhoid," vomiting,  chills,  high fever,  diarrhoea,  toxic look (typhos),  constipation,  nausea"
352,Typhoid," diarrhoea,  vomiting,  belly pain,  chills,  abdominal pain"
353,Typhoid," diarrhoea,  vomiting,  belly pain,  chills,  abdominal pain"
354,Typhoid," diarrhoea,  vomiting,  belly pain,  chills,  abdominal pain"
355,Typhoid," diarrhoea,  vomiting,  belly pain,  chills,  abdominal pain"
356,Typhoid," chills,  belly pain,  headache,  fatigue,  vomiting,  nausea,  high fever"
357,Typhoid," chills,  belly pain,  headache,  fatigue,  vomiting,  nausea,  high fever"
358,Typhoid," chills,  belly pain,  headache,  fatigue,  vomiting,  nausea,  high fever"
359,Typhoid," chills,  belly pain,  headache,  fatigue,  vomiting,  nausea,  high fever"
360,Typhoid," diarrhoea,  toxic look (typhos),  fatigue,  constipation,  chills,  headache"
361,Typhoid," diarrhoea,  toxic look (typhos),  fatigue,  constipation,  chills,  headache"
362,Typhoid," diarrhoea,  toxic look (typhos),  fatigue,  constipation,  chills,  headache"
363,Typhoid," diarrhoea,  toxic look (typhos),  fatigue,  constipation,  chills,  headache"
364,Typhoid," fatigue,  abdominal pain,  nausea,  toxic look (typhos),  high fever,  chills,  belly pain"
365,Typhoid," fatigue,  abdominal pain,  nausea,  toxic look (typhos),  high fever,  chills,  belly pain"
366,Typhoid," fatigue,  abdominal pain,  nausea,  toxic look (typhos),  high fever,  chills,  belly pain"
367,Typhoid," fatigue,  abdominal pain,  nausea,  toxic look (typhos),  high fever,  chills,  belly pain"
368,Typhoid," diarrhoea,  chills,  high fever,  fatigue,  headache,  vomiting"
369,Typhoid," diarrhoea,  chills,  high fever,  fatigue,  headache,  vomiting"
370,Typhoid," diarrhoea,  chills,  high fever,  fatigue,  headache,  vomiting"
371,Typhoid," diarrhoea,  chills,  high fever,  fatigue,  headache,  vomiting"
372,Typhoid," headache,  diarrhoea,  chills,  nausea,  constipation"
373,Typhoid," headache,  diarrhoea,  chills,  nausea,  constipation"
374,Typhoid," headache,  diarrhoea,  chills,  nausea,  constipation"
375,Typhoid," headache,  diarrhoea,  chills,  nausea,  constipation"
376,Typhoid," nausea,  fatigue,  toxic look (typhos),  vomiting,  constipation,  chills,  belly pain"
377,Typhoid," nausea,  fatigue,  toxic look (typhos),  vomiting,  constipation,  chills,  belly pain"
378,Typhoid," nausea,  fatigue,  toxic look (typhos),  vomiting,  constipation,  chills,  belly pain"
379,Typhoid," nausea,  fatigue,  toxic look (typhos),  vomiting,  constipation,  chills,  belly pain"
380,Typhoid," toxic look (typhos),  belly pain,  vomiting,  headache,  fatigue"
381,Typhoid," toxic look (typhos),  belly pain,  vomiting,  headache,  fatigue"
382,Typhoid," toxic look (typhos),  belly pain,  vomiting,  headache,  fatigue"
383,Typhoid," toxic look (typhos),  belly pain,  vomiting,  headache,  fatigue"
384,Typhoid," constipation,  chills,  belly pain,  abdominal pain"
385,Typhoid," constipation,  chills,  belly pain,  abdominal pain"
386,Typhoid," constipation,  chills,  belly pain,  abdominal pain"
387,Typhoid," constipation,  chills,  belly pain,  abdominal pain"
388,hepatitis A," loss of appetite,  yellowish skin,  mild fever,  dark urine,  diarrhoea"
389,hepatitis A," loss of appetite,  yellowish skin,  mild fever,  dark urine,  diarrhoea"
390,hepatitis A," loss of appetite,  yellowish skin,  mild fever,  dark urine,  diarrhoea"
391,hepatitis A," loss of appetite,  yellowish skin,  mild fever,  dark urine,  diarrhoea"
392,hepatitis A," loss of appetite,  vomiting,  yellowing of eyes,  abdominal pain"
393,hepatitis A," loss of appetite,  vomiting,  yellowing of eyes,  abdominal pain"
394,hepatitis A," loss of appetite,  vomiting,  yellowing of eyes,  abdominal pain"
395,hepatitis A," loss of appetite,  vomiting,  yellowing of eyes,  abdominal pain"
396,hepatitis A," mild fever,  nausea,  muscle pain,  loss of appetite"
397,hepatitis A," mild fever,  nausea,  muscle pain,  loss of appetite"
398,hepatitis A," mild fever,  nausea,  muscle pain,  loss of appetite"
399,hepatitis A," mild fever,  nausea,  muscle pain,  loss of appetite"
400,hepatitis A," muscle pain,  diarrhoea,  abdominal pain,  joint pain,  nausea,  loss of appetite,  mild fever"
401,hepatitis A," muscle pain,  diarrhoea,  abdominal pain,  joint pain,  nausea,  loss of appetite,  mild fever"
402,hepatitis A," muscle pain,  diarrhoea,  abdominal pain,  joint pain,  nausea,  loss of appetite,  mild fever"
403,hepatitis A," muscle pain,  diarrhoea,  abdominal pain,  joint pain,  nausea,  loss of appetite,  mild fever"
404,hepatitis A," nausea,  muscle pain,  vomiting,  joint pain,  loss of appetite,  abdominal pain,  dark urine"
405,hepatitis A," nausea,  muscle pain,  vomiting,  joint pain,  loss of appetite,  abdominal pain,  dark urine"
406,hepatitis A," nausea,  muscle pain,  vomiting,  joint pain,  loss of appetite,  abdominal pain,  dark urine"
407,hepatitis A," nausea,  muscle pain,  vomiting,  joint pain,  loss of appetite,  abdominal pain,  dark urine"
408,hepatitis A," mild fever,  diarrhoea,  muscle pain,  yellowing of eyes"
409,hepatitis A," mild fever,  diarrhoea,  muscle pain,  yellowing of eyes"
410,hepatitis A," mild fever,  diarrhoea,  muscle pain,  yellowing of eyes"
411,hepatitis A," mild fever,  diarrhoea,  muscle pain,  yellowing of eyes"
412,hepatitis A," diarrhoea,  dark urine,  joint pain,  yellowing of eyes,  vomiting,  abdominal pain"
413,hepatitis A," diarrhoea,  dark urine,  joint pain,  yellowing of eyes,  vomiting,  abdominal pain"
414,hepatitis A," diarrhoea,  dark urine,  joint pain,  yellowing of eyes,  vomiting,  abdominal pain"
415,hepatitis A," diarrhoea,  dark urine,  joint pain,  yellowing of eyes,  vomiting,  abdominal pain"
416,hepatitis A," nausea,  muscle pain,  abdominal pain,  dark urine,  diarrhoea,  yellowing of eyes,  mild fever"
417,hepatitis A," nausea,  muscle pain,  abdominal pain,  dark urine,  diarrhoea,  yellowing of eyes,  mild fever"
418,hepatitis A," nausea,  muscle pain,  abdominal pain,  dark urine,  diarrhoea,  yellowing of eyes,  mild fever"
419,hepatitis A," nausea,  muscle pain,  abdominal pain,  dark urine,  diarrhoea,  yellowing of eyes,  mild fever"
420,hepatitis A," loss of appetite,  dark urine,  yellowish skin,  yellowing of eyes"
421,hepatitis A," loss of appetite,  dark urine,  yellowish skin,  yellowing of eyes"
422,hepatitis A," loss of appetite,  dark urine,  yellowish skin,  yellowing of eyes"
423,hepatitis A," loss of appetite,  dark urine,  yellowish skin,  yellowing of eyes"
424,hepatitis A," yellowing of eyes,  muscle pain,  loss of appetite,  mild fever,  nausea,  vomiting"
425,hepatitis A," yellowing of eyes,  muscle pain,  loss of appetite,  mild fever,  nausea,  vomiting"
426,hepatitis A," yellowing of eyes,  muscle pain,  loss of appetite,  mild fever,  nausea,  vomiting"
427,hepatitis A," yellowing of eyes,  muscle pain,  loss of appetite,  mild fever,  nausea,  vomiting"
428,Hepatitis B," dark urine,  yellow urine,  yellowing of eyes,  fatigue"
429,Hepatitis B," dark urine,  yellow urine,  yellowing of eyes,  fatigue"
430,Hepatitis B," dark urine,  yellow urine,  yellowing of eyes,  fatigue"
431,Hepatitis B," dark urine,  yellow urine,  yellowing of eyes,  fatigue"
432,Hepatitis B," malaise,  receiving unsterile injections,  fatigue,  abdominal pain"
433,Hepatitis B," malaise,  receiving unsterile injections,  fatigue,  abdominal pain"
434,Hepatitis B," malaise,  receiving unsterile injections,  fatigue,  abdominal pain"
435,Hepatitis B," malaise,  receiving unsterile injections,  fatigue,  abdominal pain"
436,Hepatitis B," dark urine,  fatigue,  yellowish skin,  lethargy,  receiving unsterile injections"
437,Hepatitis B," dark urine,  fatigue,  yellowish skin,  lethargy,  receiving unsterile injections"
438,Hepatitis B," dark urine,  fatigue,  yellowish skin,  lethargy,  receiving unsterile injections"
439,Hepatitis B," dark urine,  fatigue,  yellowish skin,  lethargy,  receiving unsterile injections"
440,Hepatitis B," loss of appetite,  yellowing of eyes,  dark urine,  receiving unsterile injections,  yellowish skin,  lethargy,  receiving blood transfusion"
441,Hepatitis B," loss of appetite,  yellowing of eyes,  dark urine,  receiving unsterile injections,  yellowish skin,  lethargy,  receiving blood transfusion"
442,Hepatitis B," loss of appetite,  yellowing of eyes,  dark urine,  receiving unsterile injections,  yellowish skin,  lethargy,  receiving blood transfusion"
443,Hepatitis B," loss of appetite,  yellowing of eyes,  dark urine,  receiving unsterile injections,  yellowish skin,  lethargy,  receiving blood transfusion"
444,Hepatitis B," receiving unsterile injections,  dark urine,  malaise,  fatigue"
445,Hepatitis B," receiving unsterile injections,  dark urine,  malaise,  fatigue"
446,Hepatitis B," receiving unsterile injections,  dark urine,  malaise,  fatigue"
447,Hepatitis B," receiving unsterile injections,  dark urine,  malaise,  fatigue"
448,Hepatitis B," lethargy,  yellow urine,  receiving unsterile injections,  fatigue,  yellowing of eyes,  abdominal pain,  malaise"
449,Hepatitis B," lethargy,  yellow urine,  receiving unsterile injections,  fatigue,  yellowing of eyes,  abdominal pain,  malaise"
450,Hepatitis B," lethargy,  yellow urine,  receiving unsterile injections,  fatigue,  yellowing of eyes,  abdominal pain,  malaise"
451,Hepatitis B," lethargy,  yellow urine,  receiving unsterile injections,  fatigue,  yellowing of eyes,  abdominal pain,  malaise"
452,Hepatitis B," yellowing of eyes,  fatigue, itching,  yellowish skin"
453,Hepatitis B," yellowing of eyes,  fatigue, itching,  yellowish skin"
454,Hepatitis B," yellowing of eyes,  fatigue, itching,  yellowish skin"
455,Hepatitis B," yellowing of eyes,  fatigue, itching,  yellowish skin"
456,Hepatitis B," receiving blood transfusion,  receiving unsterile injections,  fatigue,  yellowish skin,  malaise"
457,Hepatitis B," receiving blood transfusion,  receiving unsterile injections,  fatigue,  yellowish skin,  malaise"
458,Hepatitis B," receiving blood transfusion,  receiving unsterile injections,  fatigue,  yellowish skin,  malaise"
459,Hepatitis B," receiving blood transfusion,  receiving unsterile injections,  fatigue,  yellowish skin,  malaise"
460,Hepatitis B," loss of appetite,  lethargy,  malaise,  yellow urine,  yellowish skin,  fatigue"
461,Hepatitis B," loss of appetite,  lethargy,  malaise,  yellow urine,  yellowish skin,  fatigue"
462,Hepatitis B," loss of appetite,  lethargy,  malaise,  yellow urine,  yellowish skin,  fatigue"
463,Hepatitis B," loss of appetite,  lethargy,  malaise,  yellow urine,  yellowish skin,  fatigue"
464,Hepatitis B," loss of appetite,  lethargy,  receiving blood transfusion,  dark urine"
465,Hepatitis B," loss of appetite,  lethargy,  receiving blood transfusion,  dark urine"
466,Hepatitis B," loss of appetite,  lethargy,  receiving blood transfusion,  dark urine"
467,Hepatitis B," loss of appetite,  lethargy,  receiving blood transfusion,  dark urine"
468,Hepatitis C," loss of appetite,  family history,  yellowish skin,  nausea,  fatigue"
469,Hepatitis C," loss of appetite,  family history,  yellowish skin,  nausea,  fatigue"
470,Hepatitis C," loss of appetite,  yellowish skin,  fatigue,  family history,  yellowing of eyes,  nausea"
471,Hepatitis C," loss of appetite,  yellowish skin,  fatigue,  family history,  yellowing of eyes,  nausea"
472,Hepatitis C," family history,  nausea,  yellowish skin,  yellowing of eyes,  loss of appetite"
473,Hepatitis C," family history,  nausea,  yellowish skin,  yellowing of eyes,  loss of appetite"
474,Hepatitis C," loss of appetite,  yellowing of eyes,  fatigue,  family history,  nausea"
475,Hepatitis C," loss of appetite,  yellowing of eyes,  fatigue,  family history,  nausea"
476,Hepatitis C," fatigue,  yellowish skin,  yellowing of eyes,  family history"
477,Hepatitis C," fatigue,  yellowish skin,  yellowing of eyes,  family history"
478,Hepatitis C," family history,  yellowing of eyes,  yellowish skin,  fatigue"
479,Hepatitis C," family history,  yellowing of eyes,  yellowish skin,  fatigue"
480,Hepatitis C," nausea,  loss of appetite,  family history,  fatigue"
481,Hepatitis C," nausea,  loss of appetite,  family history,  fatigue"
482,Hepatitis C," fatigue,  nausea,  yellowing of eyes,  loss of appetite,  yellowish skin"
483,Hepatitis C," fatigue,  nausea,  yellowing of eyes,  loss of appetite,  yellowish skin"
484,Hepatitis C," family history,  loss of appetite,  yellowing of eyes,  yellowish skin,  nausea"
485,Hepatitis C," family history,  loss of appetite,  yellowing of eyes,  yellowish skin,  nausea"
486,Hepatitis C," yellowing of eyes,  yellowish skin,  fatigue,  loss of appetite"
487,Hepatitis C," yellowing of eyes,  yellowish skin,  fatigue,  loss of appetite"
488,Hepatitis D," dark urine,  abdominal pain,  fatigue,  yellowish skin,  loss of appetite,  nausea"
489,Hepatitis D," dark urine,  abdominal pain,  fatigue,  yellowish skin,  loss of appetite,  nausea"
490,Hepatitis D," dark urine,  abdominal pain,  fatigue,  yellowish skin,  loss of appetite,  nausea"
