diseases,symptons
Typhoid," chills,  constipation,  nausea,  diarrhoea,  vomiting"
Typhoid," chills,  constipation,  nausea,  diarrhoea,  vomiting"
Typhoid," constipation,  vomiting,  toxic look (typhos),  nausea"
Typhoid," constipation,  vomiting,  toxic look (typhos),  nausea"
Typhoid," constipation,  vomiting,  toxic look (typhos),  nausea"
Typhoid," constipation,  vomiting,  toxic look (typhos),  nausea"
Typhoid," belly pain,  diarrhoea,  nausea,  fatigue,  vomiting"
Typhoid," belly pain,  diarrhoea,  nausea,  fatigue,  vomiting"
Typhoid," belly pain,  diarrhoea,  nausea,  fatigue,  vomiting"
Typhoid," belly pain,  diarrhoea,  nausea,  fatigue,  vomiting"
Typhoid," toxic look (typhos),  abdominal pain,  nausea,  high fever,  diarrhoea,  vomiting"
Typhoid," toxic look (typhos),  abdominal pain,  nausea,  high fever,  diarrhoea,  vomiting"
Typhoid," toxic look (typhos),  abdominal pain,  nausea,  high fever,  diarrhoea,  vomiting"
Typhoid," toxic look (typhos),  abdominal pain,  nausea,  high fever,  diarrhoea,  vomiting"
Typhoid," vomiting,  chills,  diarrhoea,  fatigue,  constipation,  abdominal pain"
Typhoid," vomiting,  chills,  diarrhoea,  fatigue,  constipation,  abdominal pain"
Typhoid," vomiting,  chills,  diarrhoea,  fatigue,  constipation,  abdominal pain"
Typhoid," vomiting,  chills,  diarrhoea,  fatigue,  constipation,  abdominal pain"
Typhoid," high fever,  fatigue,  toxic look (typhos),  chills"
Typhoid," high fever,  fatigue,  toxic look (typhos),  chills"
Typhoid," high fever,  fatigue,  toxic look (typhos),  chills"
Typhoid," high fever,  fatigue,  toxic look (typhos),  chills"
Typhoid," abdominal pain,  high fever,  toxic look (typhos),  nausea"
Typhoid," abdominal pain,  high fever,  toxic look (typhos),  nausea"
Typhoid," abdominal pain,  high fever,  toxic look (typhos),  nausea"
Typhoid," abdominal pain,  high fever,  toxic look (typhos),  nausea"
hepatitis A," loss of appetite,  nausea,  mild fever,  yellowing of eyes,  abdominal pain,  yellowish skin"
hepatitis A," loss of appetite,  nausea,  mild fever,  yellowing of eyes,  abdominal pain,  yellowish skin"
hepatitis A," loss of appetite,  nausea,  mild fever,  yellowing of eyes,  abdominal pain,  yellowish skin"
hepatitis A," loss of appetite,  nausea,  mild fever,  yellowing of eyes,  abdominal pain,  yellowish skin"
hepatitis A," muscle pain,  nausea,  yellowing of eyes,  abdominal pain,  joint pain"
hepatitis A," muscle pain,  nausea,  yellowing of eyes,  abdominal pain,  joint pain"
hepatitis A," muscle pain,  nausea,  yellowing of eyes,  abdominal pain,  joint pain"
hepatitis A," muscle pain,  nausea,  yellowing of eyes,  abdominal pain,  joint pain"
hepatitis A," nausea,  abdominal pain,  dark urine,  yellowish skin,  diarrhoea,  vomiting,  muscle pain"
hepatitis A," nausea,  abdominal pain,  dark urine,  yellowish skin,  diarrhoea,  vomiting,  muscle pain"
hepatitis A," nausea,  abdominal pain,  dark urine,  yellowish skin,  diarrhoea,  vomiting,  muscle pain"
hepatitis A," nausea,  abdominal pain,  dark urine,  yellowish skin,  diarrhoea,  vomiting,  muscle pain"
hepatitis A," loss of appetite,  dark urine,  mild fever,  joint pain,  diarrhoea,  nausea"
hepatitis A," loss of appetite,  dark urine,  mild fever,  joint pain,  diarrhoea,  nausea"
hepatitis A," loss of appetite,  dark urine,  mild fever,  joint pain,  diarrhoea,  nausea"
hepatitis A," loss of appetite,  dark urine,  mild fever,  joint pain,  diarrhoea,  nausea"
hepatitis A," abdominal pain,  yellowing of eyes,  loss of appetite,  dark urine,  muscle pain,  joint pain,  nausea"
hepatitis A," abdominal pain,  yellowing of eyes,  loss of appetite,  dark urine,  muscle pain,  joint pain,  nausea"
hepatitis A," abdominal pain,  yellowing of eyes,  loss of appetite,  dark urine,  muscle pain,  joint pain,  nausea"
hepatitis A," abdominal pain,  yellowing of eyes,  loss of appetite,  dark urine,  muscle pain,  joint pain,  nausea"
hepatitis A," loss of appetite,  diarrhoea,  yellowish skin,  nausea,  joint pain"
hepatitis A," loss of appetite,  diarrhoea,  yellowish skin,  nausea,  joint pain"
hepatitis A," loss of appetite,  diarrhoea,  yellowish skin,  nausea,  joint pain"
hepatitis A," loss of appetite,  diarrhoea,  yellowish skin,  nausea,  joint pain"
hepatitis A," yellowish skin,  yellowing of eyes,  abdominal pain,  dark urine,  joint pain,  loss of appetite,  diarrhoea"
hepatitis A," yellowish skin,  yellowing of eyes,  abdominal pain,  dark urine,  joint pain,  loss of appetite,  diarrhoea"
hepatitis A," yellowish skin,  yellowing of eyes,  abdominal pain,  dark urine,  joint pain,  loss of appetite,  diarrhoea"
hepatitis A," yellowish skin,  yellowing of eyes,  abdominal pain,  dark urine,  joint pain,  loss of appetite,  diarrhoea"
hepatitis A," mild fever,  dark urine,  joint pain,  nausea,  yellowing of eyes,  vomiting"
hepatitis A," mild fever,  dark urine,  joint pain,  nausea,  yellowing of eyes,  vomiting"
hepatitis A," mild fever,  dark urine,  joint pain,  nausea,  yellowing of eyes,  vomiting"
hepatitis A," mild fever,  dark urine,  joint pain,  nausea,  yellowing of eyes,  vomiting"
hepatitis A," nausea,  mild fever,  yellowing of eyes,  dark urine,  joint pain"
hepatitis A," nausea,  mild fever,  yellowing of eyes,  dark urine,  joint pain"
hepatitis A," nausea,  mild fever,  yellowing of eyes,  dark urine,  joint pain"
hepatitis A," nausea,  mild fever,  yellowing of eyes,  dark urine,  joint pain"
hepatitis A," dark urine,  nausea,  muscle pain,  abdominal pain,  loss of appetite"
hepatitis A," dark urine,  nausea,  muscle pain,  abdominal pain,  loss of appetite"
hepatitis A," dark urine,  nausea,  muscle pain,  abdominal pain,  loss of appetite"
hepatitis A," dark urine,  nausea,  muscle pain,  abdominal pain,  loss of appetite"
Hepatitis B," loss of appetite,  yellow urine,  receiving unsterile injections,  yellowish skin, itching,  lethargy"
Hepatitis B," loss of appetite,  yellow urine,  receiving unsterile injections,  yellowish skin, itching,  lethargy"
Hepatitis B," loss of appetite,  yellow urine,  receiving unsterile injections,  yellowish skin, itching,  lethargy"
Hepatitis B," loss of appetite,  yellow urine,  receiving unsterile injections,  yellowish skin, itching,  lethargy"
Hepatitis B," receiving unsterile injections,  yellowish skin,  malaise,  dark urine,  yellowing of eyes"
Hepatitis B," receiving unsterile injections,  yellowish skin,  malaise,  dark urine,  yellowing of eyes"
Hepatitis B," receiving unsterile injections,  yellowish skin,  malaise,  dark urine,  yellowing of eyes"
Hepatitis B," receiving unsterile injections,  yellowish skin,  malaise,  dark urine,  yellowing of eyes"
Hepatitis B," receiving unsterile injections,  yellowing of eyes,  yellow urine,  loss of appetite,  fatigue"
Hepatitis B," receiving unsterile injections,  yellowing of eyes,  yellow urine,  loss of appetite,  fatigue"
Hepatitis B," receiving unsterile injections,  yellowing of eyes,  yellow urine,  loss of appetite,  fatigue"
Hepatitis B," receiving unsterile injections,  yellowing of eyes,  yellow urine,  loss of appetite,  fatigue"
Hepatitis B," lethargy,  loss of appetite,  yellowish skin,  dark urine,  malaise"
Hepatitis B," lethargy,  loss of appetite,  yellowish skin,  dark urine,  malaise"
Hepatitis B," lethargy,  loss of appetite,  yellowish skin,  dark urine,  malaise"
Hepatitis B," lethargy,  loss of appetite,  yellowish skin,  dark urine,  malaise"
Hepatitis B," loss of appetite,  yellowing of eyes,  yellow urine,  receiving blood transfusion,  yellowish skin,  receiving unsterile injections"
Hepatitis B," loss of appetite,  yellowing of eyes,  yellow urine,  receiving blood transfusion,  yellowish skin,  receiving unsterile injections"
Hepatitis B," loss of appetite,  yellowing of eyes,  yellow urine,  receiving blood transfusion,  yellowish skin,  receiving unsterile injections"
Hepatitis B," loss of appetite,  yellowing of eyes,  yellow urine,  receiving blood transfusion,  yellowish skin,  receiving unsterile injections"
Hepatitis B," fatigue,  yellow urine,  yellowing of eyes,  receiving unsterile injections, itching,  lethargy"
Hepatitis B," fatigue,  yellow urine,  yellowing of eyes,  receiving unsterile injections, itching,  lethargy"
Hepatitis B," fatigue,  yellow urine,  yellowing of eyes,  receiving unsterile injections, itching,  lethargy"
Hepatitis B," fatigue,  yellow urine,  yellowing of eyes,  receiving unsterile injections, itching,  lethargy"
Hepatitis B," yellow urine,  yellowing of eyes,  loss of appetite,  lethargy"
Hepatitis B," yellow urine,  yellowing of eyes,  loss of appetite,  lethargy"
Hepatitis B," yellow urine,  yellowing of eyes,  loss of appetite,  lethargy"
Hepatitis B," yellow urine,  yellowing of eyes,  loss of appetite,  lethargy"
Hepatitis B," yellowing of eyes,  yellow urine,  abdominal pain,  receiving unsterile injections,  lethargy,  dark urine"
Hepatitis B," yellowing of eyes,  yellow urine,  abdominal pain,  receiving unsterile injections,  lethargy,  dark urine"
Hepatitis B," yellowing of eyes,  yellow urine,  abdominal pain,  receiving unsterile injections,  lethargy,  dark urine"
Hepatitis B," yellowing of eyes,  yellow urine,  abdominal pain,  receiving unsterile injections,  lethargy,  dark urine"
Hepatitis B," malaise,  lethargy,  dark urine,  fatigue,  receiving unsterile injections,  yellowish skin"
Hepatitis B," malaise,  lethargy,  dark urine,  fatigue,  receiving unsterile injections,  yellowish skin"
Hepatitis B," malaise,  lethargy,  dark urine,  fatigue,  receiving unsterile injections,  yellowish skin"
Hepatitis B," malaise,  lethargy,  dark urine,  fatigue,  receiving unsterile injections,  yellowish skin"
Hepatitis B," fatigue,  yellowing of eyes,  receiving unsterile injections, itching,  receiving blood transfusion,  loss of appetite"
Hepatitis B," fatigue,  yellowing of eyes,  receiving unsterile injections, itching,  receiving blood transfusion,  loss of appetite"
Hepatitis B," fatigue,  yellowing of eyes,  receiving unsterile injections, itching,  receiving blood transfusion,  loss of appetite"
Hepatitis B," fatigue,  yellowing of eyes,  receiving unsterile injections, itching,  receiving blood transfusion,  loss of appetite"
Hepatitis C," nausea,  yellowish skin,  loss of appetite,  family history"
Hepatitis C," nausea,  yellowish skin,  loss of appetite,  family history"
Hepatitis C," loss of appetite,  yellowish skin,  fatigue,  nausea,  yellowing of eyes,  family history"
Hepatitis C," loss of appetite,  yellowish skin,  fatigue,  nausea,  yellowing of eyes,  family history"
Hepatitis C," yellowing of eyes,  nausea,  loss of appetite,  family history,  yellowish skin"
Hepatitis C," yellowing of eyes,  nausea,  loss of appetite,  family history,  yellowish skin"
Hepatitis C," loss of appetite,  fatigue,  nausea,  family history,  yellowing of eyes"
Hepatitis C," loss of appetite,  fatigue,  nausea,  family history,  yellowing of eyes"
Hepatitis C," loss of appetite,  fatigue,  yellowish skin,  family history,  yellowing of eyes"
Hepatitis C," loss of appetite,  fatigue,  yellowish skin,  family history,  yellowing of eyes"
Hepatitis C," yellowing of eyes,  fatigue,  nausea,  family history,  yellowish skin"
Hepatitis C," yellowing of eyes,  fatigue,  nausea,  family history,  yellowish skin"
Hepatitis C," fatigue,  family history,  nausea,  loss of appetite,  yellowish skin"
Hepatitis C," fatigue,  family history,  nausea,  loss of appetite,  yellowish skin"
Hepatitis C," loss of appetite,  fatigue,  nausea,  yellowing of eyes,  yellowish skin"
Hepatitis C," loss of appetite,  fatigue,  nausea,  yellowing of eyes,  yellowish skin"
Hepatitis C," loss of appetite,  fatigue,  family history,  yellowish skin"
Hepatitis C," loss of appetite,  fatigue,  family history,  yellowish skin"
Hepatitis C," family history,  nausea,  loss of appetite,  fatigue"
Hepatitis C," family history,  nausea,  loss of appetite,  fatigue"
Hepatitis D," loss of appetite,  abdominal pain,  nausea,  joint pain,  dark urine,  vomiting"
Hepatitis D," loss of appetite,  abdominal pain,  nausea,  joint pain,  dark urine,  vomiting"
Hepatitis D," loss of appetite,  abdominal pain,  nausea,  joint pain,  dark urine,  vomiting"
Hepatitis D," loss of appetite,  abdominal pain,  nausea,  joint pain,  dark urine,  vomiting"
Hepatitis D," loss of appetite,  dark urine,  nausea,  abdominal pain,  yellowing of eyes,  vomiting"
Hepatitis D," loss of appetite,  dark urine,  nausea,  abdominal pain,  yellowing of eyes,  vomiting"
Hepatitis D," nausea,  fatigue,  loss of appetite,  abdominal pain,  yellowing of eyes,  joint pain"
Hepatitis D," nausea,  fatigue,  loss of appetite,  abdominal pain,  yellowing of eyes,  joint pain"
Hepatitis D," nausea,  joint pain,  abdominal pain,  dark urine,  loss of appetite"
Hepatitis D," nausea,  joint pain,  abdominal pain,  dark urine,  loss of appetite"
Hepatitis D," abdominal pain,  vomiting,  fatigue,  loss of appetite,  yellowing of eyes"
Hepatitis D," abdominal pain,  vomiting,  fatigue,  loss of appetite,  yellowing of eyes"
Hepatitis D," yellowish skin,  abdominal pain,  loss of appetite,  vomiting,  yellowing of eyes"
Hepatitis D," yellowish skin,  abdominal pain,  loss of appetite,  vomiting,  yellowing of eyes"
Hepatitis D," loss of appetite,  yellowing of eyes,  fatigue,  dark urine,  yellowish skin,  abdominal pain,  vomiting"
Hepatitis D," loss of appetite,  yellowing of eyes,  fatigue,  dark urine,  yellowish skin,  abdominal pain,  vomiting"
Hepatitis D," fatigue,  nausea,  yellowing of eyes,  joint pain,  vomiting"
Hepatitis D," fatigue,  nausea,  yellowing of eyes,  joint pain,  vomiting"
Hepatitis D," yellowing of eyes,  yellowish skin,  nausea,  dark urine,  fatigue"
Hepatitis D," yellowing of eyes,  yellowish skin,  nausea,  dark urine,  fatigue"
Hepatitis D," yellowish skin,  vomiting,  nausea,  abdominal pain,  joint pain,  loss of appetite,  fatigue"
Hepatitis D," yellowish skin,  vomiting,  nausea,  abdominal pain,  joint pain,  loss of appetite,  fatigue"
Hepatitis E," yellowish skin,  stomach bleeding,  abdominal pain,  vomiting"
Hepatitis E," yellowish skin,  stomach bleeding,  abdominal pain,  vomiting"
Hepatitis E," yellowish skin,  stomach bleeding,  abdominal pain,  vomiting"
Hepatitis E," yellowish skin,  stomach bleeding,  abdominal pain,  vomiting"
Hepatitis E," joint pain,  yellowing of eyes,  yellowish skin,  fatigue,  acute liver failure,  abdominal pain"
